NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,0.119822,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,0.2086442,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,0.3050817,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,0.4023539,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,0.5071684,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,0.6101587,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,0.7071707,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,0.8079725,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,0.9046666,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,1.009186,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,1.103619,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,1.210918,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,1.305571,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,1.401759,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,1.504604,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,1.60651,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,1.7051,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,1.806297,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,19,9,19,27,1.905114,4
2,1,2,1,0.3085001,0.3075551,0.808502,7.807554,15,3,27,27,3,27,1,2,19,9,19,27,2.005811,4
2,1,2,1,0.3085001,0.3075551,1.208503,7.407552,15,3,27,27.3,3.4,27,1,2,19,9,19,27,2.100195,4
2,1,2,1,0.3085001,0.3075551,1.708506,6.907549,15,3,27,27.3,3.899999,27,1,2,19,9,19,27,2.201271,4
2,1,2,1,0.3085001,0.3075551,2.308508,6.307547,15,3,27,27.3,4.499999,27,1,2,19,9,19,27,2.304168,4
2,1,2,1,0.3085001,0.3075551,2.80851,5.807545,15,3,27,27.3,4.999998,27,1,2,19,9,19,27,2.405934,4
2,1,2,1,0.3085001,0.3075551,3.308511,5.307544,15,3,27,27.3,5.499998,27,1,2,19,9,19,27,2.505013,4
2,1,2,1,0.3085001,0.3075551,3.808511,4.807544,15,3,27,27.3,5.999997,27,1,2,19,9,19,27,2.607797,4
2,1,2,1,10.3085,0.3075551,4.30851,4.307545,15,3,27,27.3,6.499997,27,1,2,19,9,19,27,2.706635,4
2,1,2,1,0.3085001,0.3075551,4.808509,3.807546,15,3,27,27.3,6.999996,27,1,2,19,9,19,27,2.807279,4
2,1,2,1,0.3085001,0.3075551,5.208509,3.407546,15,3,27,27.3,7.399996,27,1,2,19,9,19,27,2.903147,4
