NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,0.1683921,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,0.2197579,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,0.3222595,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,0.4434915,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,0.5043401,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,0.6068344,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,0.707075,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,0.8068781,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,0.9022734,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,1.01057,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,1.104046,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,19,7,11,21,1.201179,0
0,1,2,1,0,0.3075551,0.4085005,8.207555,15,3,3,27,27,27,1,2,19,7,11,21,1.314119,4
2,1,2,1,0.3085001,0.3075551,0.9085024,7.707552,15,3,3,27,27,27,1,2,19,7,11,21,1.401451,4
2,1,2,1,0.3085001,0.3075551,1.408504,7.207551,15,3,3,27,27,27,1,2,19,7,11,21,1.504596,4
2,1,2,1,0.3085001,0.3075551,1.908506,6.707549,15,3,3,27,27,27,1,2,19,7,11,21,1.603152,4
2,1,2,1,0.3085001,0.3075551,2.408508,6.207547,15,3,3,27,27,27,1,2,19,7,11,21,1.705713,4
2,1,2,1,0.3085001,0.3075551,2.90851,5.707545,15,3,3,27,27,27,1,2,19,7,11,21,1.806827,4
2,1,2,1,0.3085001,0.3075551,3.408511,5.207544,15,3,3,27,27,27,1,2,19,7,11,21,1.901447,4
2,1,2,1,0.3085001,0.3075551,3.90851,4.707545,15,3,3,27,27,27,1,2,19,7,11,21,2.001492,4
2,1,2,1,10.3085,0.3075551,4.408509,4.207545,15,3,3,27.3,27.3,27,1,2,19,7,11,21,2.100869,4
2,1,2,1,0.3085001,0.3075551,4.908509,3.707546,15,3,3,27.3,27.3,27,1,2,19,7,11,21,2.206371,4
2,1,2,1,0.3085001,0.3075551,5.408509,3.207546,15,3,3,27.3,27.3,27,1,2,19,7,11,21,2.306404,4
2,1,2,1,0.3085001,0.3075551,6.008508,2.607547,15,3,3,27.3,27.3,27,1,2,19,7,11,21,2.428984,4
2,1,2,1,0.3085001,0.3075551,6.408508,2.207547,15,3,3,27.3,27.3,27,1,2,19,7,11,21,2.503588,4
2,1,2,1,0.3085001,0.3075551,6.908508,1.707548,15,3,3,27.3,27.3,27,1,2,19,7,11,21,2.607452,4
2,1,2,1,0.3085001,0.3075551,7.408507,1.207548,15,3,3,27.3,27.3,27,1,2,19,7,11,21,2.708474,4
2,1,2,1,0.3085001,0.3075551,7.908506,0.7075484,15,3,3,27.3,27.3,27,1,2,19,7,11,21,2.8054,4
1,1,2,1,10.3085,0.3075551,8.408506,0.207549,15,3,3,27.3,27.3,27,1,2,19,7,11,21,2.910632,4
1,1,2,1,10.1085,0.5075549,8.508507,0.1075491,15,3,3,27.3,27.3,27,1,2,19,7,11,21,3.003859,1
1,1,2,1,9.608501,1.007554,0.5085061,0.1075491,15,3,3,27.3,27.3,27,1,2,19,7,11,21,3.108441,1
1,1,2,1,9.108501,1.507554,0.5085061,0.1075491,15,3,3,27.3,27.3,27,1,2,19,7,11,21,3.203391,1
1,1,2,1,8.608501,2.007554,0.5085061,0.1075491,15,3,3,27.3,27.3,27,1,2,19,7,11,21,3.306894,1
1,1,2,1,8.108502,2.507553,0.5085061,0.1075491,15,3,3,27.3,27.3,27,1,2,19,7,11,21,3.400204,1
1,1,2,1,7.608503,3.007553,0.5085061,0.1075491,15,3,3,27.3,27.3,27,1,2,19,7,11,21,3.502416,1
1,1,2,1,7.108503,3.507552,0.5085061,0.1075491,15,3,3,27.3,27.3,27,1,2,19,7,11,21,3.609643,1
1,1,2,1,6.608503,4.007552,0.5085061,0.1075491,15,3,3,27.3,27.3,27,1,2,19,7,11,21,3.70338,1
1,1,2,1,6.108504,4.507551,0.5085061,0.1075491,15,3,3,27.3,27.3,27,1,2,19,7,11,21,3.80068,1
1,1,1,1,5.608504,5.00755,0.5075611,0.1075491,15,3,3,27.3,27.3,27,1,2,19,7,11,21,3.905603,1
1,1,1,1,5.108504,5.507551,0.5075611,0.1075491,15,3,3,27.3,27.3,27,1,2,19,7,11,21,4.010601,1
1,1,1,1,4.608502,6.007553,0.5075611,0.1075491,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,4.118774,1
1,1,1,1,4.1085,6.507555,0.5075611,0.1075491,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,4.207762,1
1,1,1,1,3.608498,7.007556,0.5075611,0.1075491,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,4.310208,1
1,1,1,1,3.108497,7.507559,0.5075611,0.1075491,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,4.408013,1
1,1,2,1,2.608495,8.007561,0.5085061,0.1075491,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,4.501999,1
1,1,2,1,2.108493,8.507562,0.5085061,0.1075491,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,4.604328,1
1,1,2,1,1.608491,9.007565,0.5085061,0.1075491,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,4.711256,1
1,1,2,1,1.108489,9.507566,0.5085061,0.1075491,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,4.800323,1
1,1,2,1,0.608487,10.00757,8.508507,0.1075491,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,4.902291,1
1,1,2,1,0.108485,10.50757,8.508507,0.1075491,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,5.006073,1
1,1,2,1,0.008484599,10.60757,8.508507,0.1075491,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,5.109234,0
1,1,2,1,0.008484599,10.60757,8.308506,0.3075489,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,5.207788,3
1,2,2,1,0.008484599,0.6085156,7.808506,0.8075484,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,5.30957,3
1,2,2,1,0.008484599,0.6085156,7.308507,1.307548,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,5.408655,3
1,2,2,1,0.008484599,0.6085156,7.008507,1.607548,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,5.502345,0
1,2,2,1,0.008484599,0.6085156,7.008507,1.607548,15,3,2.7,27.3,27.3,27,1,2,19,7,11,21,5.608361,0
