NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,21,27,21,0.1042419,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,21,27,21,0.2002183,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,21,27,21,0.3043353,0
0,1,2,1,0,0.5075549,0.3085001,8.307555,15,3,3,27,27,27,1,2,11,21,27,21,0.403431,1
0,1,2,2,0,1.007554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,11,21,27,21,0.5048957,1
0,1,2,2,0,1.507554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,11,21,27,21,0.6035681,1
0,1,2,2,0,2.007554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,11,21,27,21,0.7017479,1
0,1,2,2,0,2.507553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,11,21,27,21,0.8020836,1
0,1,2,2,0,3.007552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,11,21,27,21,0.9024184,1
0,1,2,2,0,3.507552,0.3085001,0.3085001,15,3,3,27,27,27,0,2,11,21,27,21,1.015115,1
0,1,2,2,0,4.007552,8.3085,0.3085001,15,3,3,27,27,27,0,2,11,21,27,21,1.10321,1
0,1,2,2,0,4.507551,8.3085,0.3085001,15,3,3,27,27,27,0,2,11,21,27,21,1.203232,1
0,1,2,1,0,4.807551,0.3085001,0.3075551,15,3,3,27,27,27,0,2,11,21,27,21,1.313669,3
0,1,2,1,0,4.807551,0.008498904,0.6075562,15,3,3,27,27,27,0,2,11,21,27,21,1.401711,3
0,1,2,1,0,4.807551,0.008498904,0.6075562,15,3,3,27,27,27,0,2,11,21,27,21,1.500131,3
0,1,2,1,0,4.807551,0.008498904,0.6075562,15,3,3,27,27,27,0,2,11,21,27,21,1.603153,3
0,1,2,1,0,4.807551,0.008498904,0.6075562,15,3,3,27,27,27,0,2,11,21,27,21,1.703913,3
0,1,2,2,0,4.307551,8.008499,0.6085013,15,3,3,27,27,27,0,2,11,21,27,21,1.801381,2
0,1,2,2,0,4.107551,8.008499,0.6085013,15,3,3,27,27,27,0,2,11,21,27,21,1.9038,3
2,2,2,2,0.5085037,0.1084964,7.708498,0.9085024,15,3,3,27,27,27,0,2,11,21,27,21,2.002891,3
2,2,2,2,0.5085037,0.1084964,7.208496,1.408504,15,3,3,27,27.3,27,0,2,11,21,27,21,2.101506,3
2,2,2,2,0.5085037,0.1084964,6.708494,1.908506,15,3,3,27,27.3,27,0,2,11,21,27,21,2.200939,3
2,2,2,2,0.5085037,0.1084964,6.208492,2.408508,15,3,3,27,27.3,27,0,2,11,21,27,21,2.303114,3
2,2,2,2,0.5085037,0.1084964,5.70849,2.90851,15,3,3,27,27.3,27,0,2,11,21,27,21,2.400209,3
2,2,2,2,0.5085037,0.1084964,5.308488,3.308511,15,3,3,27,27.3,27,0,2,11,21,27,21,2.501505,3
2,2,2,2,0.208504,0.4084962,5.308488,3.308511,15,3,3,27,27.3,27,0,2,11,21,27,21,2.602271,1
2,2,2,2,0.00850415,0.608496,5.308488,3.308511,15,3,3,27,27.3,27,0,2,11,21,27,21,2.700543,1
