NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,25,11,27,0.1003973,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,25,11,27,0.2005108,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,25,11,27,0.3038368,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,25,11,27,0.4033101,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,25,11,27,0.5029809,0
0,1,2,1,0,0.6075547,0.3085001,8.307555,15,3,27,27,3,27,1,2,15,25,11,27,0.6038626,1
0,1,2,2,0,1.107554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,25,11,27,0.7019502,1
0,1,2,2,0,1.607554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,25,11,27,0.8019722,1
0,1,2,2,0,2.107553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,25,11,27,0.9023908,1
0,1,2,2,0,2.607553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,25,11,27,1.001503,1
0,1,2,2,0,3.107553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,25,11,27,1.10183,1
0,1,2,2,0,3.607552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,15,25,11,27,1.204417,1
0,1,2,2,0,3.907551,0.2084997,0.4085005,15,3,27,27,3,27,1,2,15,25,11,27,1.301587,3
0,1,2,2,0,3.907552,0.008498904,0.6085012,15,3,27,27,3,27,1,2,15,25,11,27,1.403426,3
0,1,2,2,0,3.907552,0.008498904,0.6085012,15,3,27,27,3,27,1,2,15,25,11,27,1.502883,3
0,1,2,2,0,3.907552,0.008498904,0.6085012,15,3,27,27,3,27,1,2,15,25,11,27,1.605213,3
0,1,2,2,0,3.907552,0.008498904,0.6085012,15,3,27,27,3,27,1,2,15,25,11,27,1.703993,1
0,1,2,2,0,4.407551,8.008499,0.6085013,15,3,27,27,3,27,1,2,15,25,11,27,1.804657,3
2,2,2,2,0.208504,0.4084962,7.708498,0.9085024,15,3,27,27,3,27,1,2,15,25,11,27,1.901897,3
2,2,2,2,0.208504,0.4084962,7.208496,1.408504,15,3,27,27,3,27,1,2,15,25,11,27,2.003482,3
2,2,2,2,0.208504,0.4084962,6.708494,1.908506,15,3,27,26.5,2.7,27,1,2,15,25,11,27,2.103569,3
2,2,2,2,0.208504,0.4084962,6.208492,2.408508,15,3,27,26,2.7,27,1,2,15,25,11,27,2.203434,3
2,2,2,2,0.2085039,0.4084962,5.70849,2.90851,15,3,27,25.49999,2.7,27,1,2,15,25,11,27,2.303597,3
2,2,2,2,0.208504,0.4084962,5.208488,3.408512,15,3,27,24.99999,2.7,27,1,2,15,25,11,27,2.400728,3
2,2,2,2,0.208504,0.4084962,4.708486,3.908513,15,3,27,24.49999,2.7,27,1,2,15,25,11,27,2.500249,3
2,2,2,2,4.208504,0.4084962,4.208484,4.408515,15,3,27,23.99999,2.7,27,1,2,15,25,11,27,2.600343,3
