NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,5,17,27,23,0.1055461,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,5,17,27,23,0.2014301,0
0,1,2,1,0,0.3075551,0.3085001,8.307555,15,3,3,27,27,27,1,2,5,17,27,23,0.3047944,0
0,1,2,1,0,0.407555,0.3085001,8.307555,15,3,3,27,27,27,1,2,5,17,27,23,0.4126688,1
0,1,2,2,0,0.9075544,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,17,27,23,0.5000851,1
0,1,2,2,0,1.407554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,17,27,23,0.6015162,1
0,1,2,2,0,1.907554,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,17,27,23,0.7015288,1
0,1,2,2,0,2.407553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,17,27,23,0.8002342,1
0,1,2,2,0,2.907553,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,17,27,23,0.9028921,1
0,1,2,2,0,3.407552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,17,27,23,1.000135,1
0,1,2,2,0,3.807552,0.3085001,0.3085001,15,3,3,27,27,27,1,2,5,17,27,23,1.106501,3
0,1,2,2,0,3.807552,0.008498904,0.6085013,15,3,3,27,27,27,1,2,5,17,27,23,1.203314,3
0,1,2,2,0,3.807552,0.008498904,0.6085013,15,3,3,27,27,27,1,2,5,17,27,23,1.305254,3
0,1,2,2,0,3.807552,0.008498904,0.6085013,15,3,3,27,27,27,1,2,5,17,27,23,1.400707,3
0,1,2,2,0,3.807552,0.008498904,0.6085013,15,3,3,27,27,27,1,2,5,17,27,23,1.505379,3
0,1,2,2,0,3.807552,0.008498904,0.6085013,15,3,3,27,27,27,1,2,5,17,27,23,1.603939,3
0,1,2,2,0,4.007551,8.008499,0.6085013,15,3,3,27,27,27,1,2,5,17,27,23,1.700324,1
0,1,2,2,0,4.407551,8.008499,0.6085013,15,3,3,27,27,27,1,2,5,17,27,23,1.803665,3
2,2,2,2,0.208504,0.4084962,7.808498,0.808502,15,3,3,27,27,27,1,2,5,17,27,23,1.904258,3
2,2,2,2,0.208504,0.4084962,7.308496,1.308504,15,3,3,27,27,27,1,2,5,17,27,23,2.002116,3
2,2,2,2,0.2085039,0.4084961,6.708494,1.908506,15,3,3.599999,27,27,26.4,1,2,5,17,27,23,2.139604,3
2,2,2,2,0.208504,0.4084962,6.308492,2.308508,15,3,3.999999,27,27,26,1,2,5,17,27,23,2.20249,3
2,2,2,2,0.208504,0.4084962,5.80849,2.80851,15,3,4.499999,27,27,25.49999,1,2,5,17,27,23,2.301972,3
2,2,2,2,0.208504,0.4084962,5.308488,3.308511,15,3,4.999998,27,27,24.99999,1,2,5,17,27,23,2.401193,3
2,2,2,2,0.208504,0.4084962,4.808486,3.808513,15,3,5.499998,27,27,24.49999,1,2,5,17,27,23,2.502997,3
2,2,2,2,4.208503,0.4084962,4.308485,4.308515,15,3,5.999997,27,27,23.99999,1,2,5,17,27,23,2.602551,3
2,2,2,2,0.208504,0.4084962,3.808482,4.808517,15,3,6.499997,27,27,23.49999,1,2,5,17,27,23,2.704237,3
2,2,2,2,0.208504,0.4084962,3.308481,5.308519,15,3,6.999996,27,27,22.99998,1,2,5,17,27,23,2.802682,3
2,2,2,2,0.208504,0.4084962,2.808479,5.808521,15,3,7.499996,27,27,22.49998,1,2,5,17,27,23,2.904201,3
2,2,2,2,0.208504,0.4084962,2.308477,6.308523,15,3,7.999995,27,27,21.99998,1,2,5,17,27,23,3.003033,3
2,2,2,2,0.208504,0.4084962,1.808475,6.808525,15,3,8.499997,27,27,21.49998,1,2,5,17,27,23,3.101956,3
2,2,2,2,0.208504,0.4084962,1.308473,7.308527,15,3,8.999999,27,27,20.99998,1,2,5,17,27,23,3.201873,3
2,2,2,2,0.208504,0.4084962,0.8084715,7.808529,15,3,9.500001,27,27,20.49998,1,2,5,17,27,23,3.302669,3
0,1,2,2,0,4.40755,0.3084695,8.308531,15,3,10,27,27,19.99997,1,2,5,17,27,23,3.40335,3
1,1,1,2,19.90756,4.707551,0.3075246,0.3085306,15,3,10.5,27,27,19.49997,1,2,5,17,27,23,3.500198,1
1,1,1,2,19.40756,5.207551,0.3075246,0.3085306,15,3,11.00001,27,27,18.99997,1,2,5,17,27,23,3.603336,1
1,1,1,2,18.90756,5.707551,0.3075246,0.3085306,15,3,11.50001,27,27,18.49997,1,2,5,17,27,23,3.700831,1
1,1,1,2,18.40756,6.207554,0.3075246,0.3085306,15,3,12.00001,27,27,17.99997,1,2,5,17,27,23,3.800698,1
1,1,1,2,17.90755,6.707555,0.3075246,0.3085306,15,3,12.50001,27,27,17.49996,1,2,5,17,27,23,3.902437,1
1,1,1,2,17.40755,7.207557,0.3075246,0.3085306,15,3,13.00001,27,27,16.99996,1,2,5,17,27,23,4.002658,1
1,1,1,2,16.90755,7.70756,0.3075246,0.3085306,15,3,12.50001,27,27.3,16.99996,1,2,5,17,27,23,4.101066,1
1,1,1,2,16.90755,7.70756,0.3075246,0.3085306,15,3,12.00001,27,27.3,16.99996,1,2,5,17,27,23,4.200085,0
1,1,1,2,17.10755,7.507559,0.3075246,0.3085306,15,3,11.50001,27,27.3,16.99996,1,2,5,17,27,23,4.30234,2
1,1,1,2,17.60755,7.007556,0.3075246,0.3085306,15,3,11.00001,27,27.3,16.99996,1,2,5,17,27,23,4.402711,2
1,1,1,2,18.10756,6.507555,0.3075246,0.3085306,15,3,10.5,27,27.3,16.99996,1,2,5,17,27,23,4.502969,2
1,1,1,2,18.60756,6.007553,0.3075246,0.3085306,15,3,10,27,27.3,16.99996,1,2,5,17,27,23,4.602361,2
1,1,1,2,19.10756,5.507551,0.3075246,0.3085306,15,3,9.500001,27,27.3,16.99996,1,2,5,17,27,23,4.703637,2
1,1,1,2,19.60756,5.007551,0.3075246,0.3085306,15,3,8.999999,27,27.3,16.99996,1,2,5,17,27,23,4.802236,2
0,1,2,2,0,4.507551,0.3084695,8.308531,15,3,8.499997,27,27.3,16.99996,1,2,5,17,27,23,4.902532,2
0,1,2,2,0,4.107552,0.3084695,8.308531,15,3,7.999996,27,27.3,16.99996,1,2,5,17,27,23,5.003814,4
2,2,2,2,0.5085033,0.1084969,0.8084715,7.808529,15,3,7.499996,27,27.3,16.99996,1,2,5,17,27,23,5.100337,4
2,2,2,2,0.5085033,0.1084969,1.308473,7.308527,15,3,6.999997,27,27.3,16.99996,1,2,5,17,27,23,5.201708,4
2,2,2,2,0.5085033,0.1084969,1.808475,6.808525,15,3,6.499997,27,27.3,16.99996,1,2,5,17,27,23,5.302746,4
2,2,2,2,0.5085033,0.1084969,2.308477,6.308523,15,3,5.999998,27,27.3,16.99996,1,2,5,17,27,23,5.402177,4
2,2,2,2,0.5085033,0.1084969,2.808479,5.808521,15,3,5.499998,27,27.3,16.99996,1,2,5,17,27,23,5.500775,4
2,2,2,2,0.5085033,0.1084969,3.308481,5.308519,15,3,4.999999,27,27.3,16.99996,1,2,5,17,27,23,5.600856,4
2,2,2,2,0.5085033,0.1084969,3.808483,4.808517,15,3,4.499999,27,27.3,16.99996,1,2,5,17,27,23,5.701781,4
2,2,2,2,4.508503,0.1084969,4.308485,4.308515,15,3,4,27,27.3,16.99996,1,2,5,17,27,23,5.80238,4
2,2,2,2,0.5085033,0.1084969,4.808486,3.808513,15,3,3.5,27,27.3,16.99996,1,2,5,17,27,23,5.900658,4
2,2,2,2,0.5085033,0.1084969,5.308488,3.308511,15,3,3,27,27.3,16.99996,1,2,5,17,27,23,6.002391,4
2,2,2,2,0.5085033,0.1084969,5.80849,2.80851,15,3,3,27,27.3,17.49996,1,2,5,17,27,23,6.100791,4
2,2,2,2,0.5085033,0.1084969,6.308492,2.308508,15,3,3,27,27.3,17.99997,1,2,5,17,27,23,6.20381,4
2,2,2,2,0.5085033,0.1084969,6.808494,1.808506,15,3,3,27,27.3,18.49997,1,2,5,17,27,23,6.303866,4
2,2,2,2,0.5085033,0.1084969,7.308496,1.308504,15,3,3,27,27.3,18.99997,1,2,5,17,27,23,6.400587,4
2,2,2,2,0.5085033,0.1084969,7.808498,0.808502,15,3,3,27,27.3,19.49997,1,2,5,17,27,23,6.501291,4
2,2,2,2,0.3085034,0.3084967,7.908499,0.7085016,15,3,3,27,27.3,19.99997,1,2,5,17,27,23,6.604115,1
2,2,2,2,0.008503673,0.6084965,7.908499,0.7085016,15,3,3,27,27.3,20.49998,1,2,5,17,27,23,6.703751,1
2,2,2,2,0.008503673,0.6084965,7.908499,0.7085016,15,3,3,27,27.3,20.99998,1,2,5,17,27,23,6.801552,1
2,2,2,2,0.008503673,0.6084965,7.908499,0.7085016,15,3,3,27,27.3,21.49998,1,2,5,17,27,23,6.903978,4
2,2,2,2,0.008503673,0.6084965,7.908499,0.7085016,15,3,3,27,27.3,21.99998,1,2,5,17,27,23,7.000294,4
2,2,2,2,0.008503673,0.6084965,7.908499,0.7085016,15,3,3,27,27.3,22.49998,1,2,5,17,27,23,7.100766,1
2,2,2,2,0.008503673,0.6084965,7.908499,0.7085016,15,3,3,27,27.3,22.99998,1,2,5,17,27,23,7.202046,1
